ID,BILL_NUMBER,METHOD,TIP
86112,160211,Bon,143
86113,210739,Czek,86
86114,77591,Bon,50
86115,81410,Gotówka,120
86116,113165,Karta,47
86117,138386,Bon,56
86118,182624,Karta,41
86119,3521,Czek,51
86120,8298,Bon,91
86121,44059,Gotówka,34
86122,149036,Gotówka,98
86123,219554,Bon,90
86124,142726,Karta,149
86125,38479,Gotówka,57
86126,179171,Gotówka,79
86127,159346,Bon,60
86128,12260,Karta,44
86129,240803,Bon,49
86130,6052,Karta,58
86131,269043,Gotówka,31
86132,26445,Czek,20
86133,53369,Karta,75
86134,220012,Karta,52
86135,73902,Czek,9
86136,282990,Czek,115
86137,134147,Bon,121
86138,159394,Gotówka,97
86139,127326,Gotówka,4
86140,65428,Gotówka,115
86141,169370,Karta,2
86142,21010,Czek,45
86143,63247,Bon,67
86144,140399,Gotówka,15
86145,5058,Gotówka,76
86146,3731,Czek,35
86147,203326,Czek,4
86148,179482,Czek,43
86149,59858,Bon,109
86150,24476,Gotówka,79
86151,227991,Czek,88
86152,116029,Bon,14
86153,85331,Gotówka,112
86154,188838,Karta,142
86155,231047,Gotówka,36
86156,2085,Gotówka,111
86157,96996,Karta,94
86158,22272,Bon,20
86159,281309,Karta,102
86160,117593,Bon,104
86161,170162,Gotówka,125
86162,262321,Czek,117
86163,188302,Bon,85
86164,136860,Czek,58
86165,196420,Czek,13
86166,49195,Gotówka,111
86167,170310,Karta,23
86168,276130,Karta,37
86169,283016,Gotówka,83
86170,289061,Czek,14
86171,72527,Bon,97
86172,72715,Czek,20
86173,278059,Czek,118
86174,186942,Czek,35
86175,177325,Karta,28
86176,183403,Czek,58
86177,227064,Czek,86
86178,282857,Karta,52
86179,205693,Bon,1
86180,46686,Karta,69
86181,294685,Gotówka,86
86182,196402,Czek,16
86183,280837,Karta,92
86184,64774,Gotówka,12
86185,167312,Czek,20
86186,23604,Bon,84
86187,231489,Czek,47
86188,158510,Gotówka,58
86189,289602,Bon,36
86190,145755,Gotówka,142
86191,242182,Bon,58
86192,28241,Gotówka,111
86193,202814,Gotówka,43
86194,210636,Gotówka,30
86195,235330,Karta,87
86196,158978,Karta,120
86197,3115,Bon,110
86198,183695,Czek,45
86199,181869,Karta,135
86200,160799,Karta,17
86201,283435,Czek,124
86202,267160,Czek,77
86203,225356,Bon,117
86204,134002,Gotówka,46
86205,222867,Gotówka,20
86206,169957,Karta,136
86207,34327,Karta,55
86208,147668,Czek,140
86209,260097,Bon,40
86210,182044,Karta,80
86211,53835,Czek,33
86212,31270,Gotówka,74
86213,177514,Gotówka,146
86214,193152,Karta,38
86215,232491,Bon,109
86216,296990,Gotówka,79
86217,171334,Gotówka,81
86218,100056,Gotówka,132
86219,130266,Czek,130
86220,4323,Czek,68
86221,253601,Gotówka,17
86222,149265,Czek,108
86223,227034,Karta,132
86224,75893,Karta,110
86225,150620,Karta,126
86226,161495,Czek,123
86227,197121,Bon,122
86228,215348,Karta,7
86229,200072,Czek,120
86230,225225,Gotówka,99
86231,126478,Bon,44
86232,153372,Bon,9
86233,248197,Gotówka,50
86234,124480,Karta,87
86235,94005,Czek,89
86236,297312,Karta,65
86237,105057,Karta,41
86238,187665,Czek,38
86239,238386,Bon,90
86240,84970,Bon,14
86241,203152,Czek,141
86242,176776,Bon,40
86243,287258,Gotówka,12
86244,258010,Bon,144
86245,225507,Gotówka,140
86246,113763,Czek,57
86247,123265,Bon,42
86248,230380,Gotówka,130
86249,195959,Karta,59
86250,185998,Karta,104
86251,290935,Gotówka,34
86252,158251,Karta,35
86253,47610,Gotówka,67
86254,161319,Karta,68
86255,10764,Karta,87
86256,152213,Gotówka,19
86257,151782,Karta,140
86258,245205,Bon,73
86259,71820,Czek,93
86260,103468,Gotówka,133
86261,2050,Karta,65
86262,142336,Bon,87
86263,263227,Czek,147
86264,189816,Karta,31
86265,35421,Bon,22
86266,258397,Czek,118
86267,114546,Karta,82
86268,88119,Gotówka,137
86269,200188,Gotówka,54
86270,250351,Czek,13
86271,72610,Bon,130
86272,222739,Karta,18
86273,200292,Karta,80
86274,183269,Czek,96
86275,188608,Czek,45
86276,133102,Czek,31
86277,124346,Bon,139
86278,267845,Gotówka,3
86279,147564,Karta,54
86280,44322,Czek,128
86281,207331,Karta,119
86282,200117,Bon,48
86283,15145,Gotówka,91
86284,18864,Gotówka,57
86285,87801,Gotówka,70
86286,4125,Bon,128
86287,210759,Bon,2
86288,240265,Bon,148
86289,30838,Bon,74
86290,255997,Gotówka,88
86291,240468,Gotówka,150
86292,216021,Karta,15
86293,291144,Gotówka,33
86294,220267,Bon,114
86295,82247,Gotówka,3
86296,21225,Czek,144
86297,41055,Karta,144
86298,23197,Gotówka,147
86299,176025,Bon,50
86300,44334,Bon,83
86301,180445,Czek,144
86302,143769,Bon,111
86303,284950,Karta,140
86304,38134,Gotówka,87
86305,184977,Czek,90
86306,190074,Czek,141
86307,119402,Karta,71
86308,95660,Karta,57
86309,178407,Karta,108
86310,56647,Czek,38
86311,88059,Karta,71
86312,98607,Karta,94
86313,147527,Bon,105
86314,83929,Gotówka,13
86315,218445,Karta,130
86316,207618,Gotówka,14
86317,32603,Czek,114
86318,220125,Bon,135
86319,53814,Gotówka,28
86320,42285,Karta,36
86321,117090,Gotówka,78
86322,89565,Czek,83
86323,87336,Gotówka,60
86324,4107,Bon,99
86325,60577,Karta,135
86326,149113,Bon,8
86327,293875,Gotówka,118
86328,144898,Karta,22
86329,18655,Karta,15
86330,128103,Czek,27
86331,227966,Bon,7
86332,63234,Gotówka,91
86333,47896,Czek,138
86334,43791,Bon,78
86335,89101,Karta,140
86336,225697,Bon,49
86337,27080,Gotówka,24
86338,205280,Gotówka,120
86339,296425,Karta,95
86340,167304,Gotówka,112
86341,189777,Gotówka,5
86342,179704,Gotówka,127
86343,13703,Gotówka,66
86344,161323,Czek,72
86345,2934,Gotówka,45
86346,794,Gotówka,122
86347,34726,Gotówka,107
86348,234019,Gotówka,49
86349,186456,Bon,3
86350,241011,Czek,99
86351,295827,Karta,145
86352,11851,Bon,72
86353,151731,Czek,130
86354,166695,Bon,48
86355,22529,Czek,132
86356,48401,Karta,96
86357,101616,Czek,49
86358,296541,Gotówka,54
86359,256812,Karta,100
86360,167922,Gotówka,57
86361,104015,Bon,67
86362,268037,Czek,133
86363,144794,Bon,129
86364,198361,Czek,83
86365,53946,Gotówka,83
86366,175265,Gotówka,86
86367,196138,Czek,132
86368,194500,Bon,104
86369,107495,Gotówka,150
86370,171528,Bon,11
86371,239778,Gotówka,58
86372,146538,Karta,134
86373,45962,Gotówka,128
86374,71120,Bon,39
86375,144943,Bon,41
86376,144357,Bon,105
86377,122373,Czek,71
86378,277182,Czek,133
86379,26877,Czek,93
86380,242150,Czek,30
86381,80495,Karta,112
86382,254605,Czek,15
86383,118118,Bon,138
86384,22192,Gotówka,22
86385,99791,Gotówka,51
86386,29941,Gotówka,95
86387,120698,Bon,80
86388,245772,Karta,108
86389,216105,Bon,120
86390,118148,Czek,1
86391,230364,Bon,23
86392,221449,Czek,99
86393,111851,Karta,35
86394,219088,Czek,107
86395,62331,Karta,39
86396,289256,Bon,20
86397,105092,Czek,148
86398,195932,Bon,130
86399,22228,Czek,89
86400,137746,Karta,67
86401,15299,Gotówka,111
86402,125063,Czek,65
86403,197077,Gotówka,81
86404,42501,Karta,54
86405,289383,Bon,21
86406,273266,Czek,4
86407,69903,Gotówka,111
86408,194980,Bon,22
86409,173093,Bon,4
86410,81094,Czek,144
86411,200112,Gotówka,149
86412,250297,Gotówka,116
86413,44136,Gotówka,57
86414,55891,Bon,128
86415,97998,Karta,1
86416,48078,Bon,114
86417,891,Karta,124
86418,187066,Karta,46
86419,293654,Czek,105
86420,8034,Bon,139
86421,135036,Bon,44
86422,217128,Czek,23
86423,244969,Karta,132
86424,242258,Gotówka,18
86425,239468,Bon,137
86426,205952,Czek,116
86427,155103,Bon,95
86428,119553,Gotówka,15
86429,3068,Bon,0
86430,62265,Karta,135
86431,47584,Gotówka,9
86432,38619,Bon,141
86433,201457,Czek,73
86434,56392,Bon,56
86435,156802,Karta,93
86436,89106,Karta,24
86437,48851,Czek,27
86438,171901,Gotówka,16
86439,136796,Bon,37
86440,213824,Bon,34
86441,83447,Gotówka,107
86442,93727,Bon,125
86443,79080,Karta,101
86444,283652,Bon,145
86445,96386,Bon,148
86446,158549,Bon,128
86447,85875,Gotówka,88
86448,72694,Bon,106
86449,130399,Gotówka,33
86450,137695,Bon,134
86451,276915,Bon,0
86452,181283,Bon,74
86453,114817,Karta,7
86454,10638,Czek,14
86455,170159,Gotówka,61
86456,42270,Bon,135
86457,53086,Bon,122
86458,96888,Bon,127
86459,235251,Bon,74
86460,237730,Bon,52
86461,141953,Karta,81
86462,159764,Bon,37
86463,279842,Karta,3
86464,71072,Bon,11
86465,43129,Gotówka,111
86466,231302,Gotówka,118
86467,200703,Czek,50
86468,166984,Gotówka,23
86469,128844,Gotówka,74
86470,104941,Bon,124
86471,299782,Bon,124
86472,69673,Karta,91
86473,110745,Gotówka,114
86474,204442,Czek,13
86475,88702,Bon,56
86476,189130,Bon,54
86477,178635,Czek,122
86478,80133,Karta,82
86479,73335,Bon,36
86480,76286,Czek,123
86481,566,Czek,139
86482,94376,Gotówka,142
86483,244478,Bon,126
86484,56690,Karta,12
86485,193824,Czek,48
86486,48171,Bon,133
86487,128796,Czek,116
86488,294504,Gotówka,46
86489,34131,Karta,96
86490,283456,Czek,46
86491,77177,Karta,19
86492,136926,Bon,129
86493,154215,Bon,64
86494,167467,Gotówka,6
86495,15927,Bon,6
86496,236441,Czek,12
86497,103346,Gotówka,97
86498,31140,Gotówka,17
86499,223432,Bon,64
86500,2299,Karta,113
86501,167463,Karta,3
86502,75048,Bon,50
86503,275424,Gotówka,26
86504,46673,Karta,7
86505,114902,Gotówka,49
86506,133043,Czek,55
86507,6900,Bon,0
86508,229704,Karta,25
86509,217646,Czek,134
86510,123608,Czek,145
86511,12674,Bon,120
86512,137839,Karta,127
86513,84854,Czek,84
86514,12084,Czek,30
86515,222890,Gotówka,49
86516,48569,Karta,8
86517,177027,Czek,141
86518,56256,Bon,134
86519,270854,Bon,107
86520,150732,Gotówka,108
86521,282658,Bon,77
86522,225138,Czek,37
86523,9654,Czek,99
86524,203153,Gotówka,147
86525,99285,Bon,128
86526,191853,Karta,21
86527,207130,Czek,142
86528,133950,Czek,45
86529,286120,Karta,23
86530,180038,Karta,73
86531,212241,Karta,71
86532,158463,Bon,148
86533,285442,Bon,138
86534,71215,Bon,13
86535,67942,Bon,63
86536,167916,Gotówka,85
86537,143484,Bon,71
86538,138741,Gotówka,35
86539,186633,Karta,9
86540,86035,Karta,101
86541,240370,Bon,25
86542,74555,Gotówka,79
86543,78375,Karta,27
86544,98381,Czek,110
86545,169726,Gotówka,57
86546,6959,Gotówka,120
86547,149081,Bon,113
86548,42751,Gotówka,5
86549,290866,Gotówka,49
86550,230522,Gotówka,35
86551,268153,Gotówka,108
86552,217445,Karta,28
86553,49544,Gotówka,50
86554,157786,Gotówka,27
86555,131239,Czek,128
86556,227375,Czek,29
86557,84478,Karta,112
86558,130752,Karta,11
86559,250760,Czek,31
86560,94395,Karta,78
86561,229116,Gotówka,101
86562,138875,Czek,56
86563,186552,Bon,91
86564,183231,Czek,30
86565,246373,Karta,56
86566,109517,Gotówka,63
86567,194388,Karta,61
86568,102457,Gotówka,140
86569,40577,Czek,1
86570,228152,Gotówka,42
86571,47607,Karta,46
86572,256457,Czek,49
86573,161898,Karta,68
86574,63405,Gotówka,125
86575,71181,Czek,55
86576,205401,Karta,52
86577,3528,Karta,46
86578,153680,Czek,3
86579,241194,Bon,9
86580,241986,Bon,147
86581,22992,Bon,103
86582,194627,Czek,139
86583,186906,Bon,145
86584,270966,Bon,33
86585,291254,Karta,14
86586,52860,Bon,66
86587,80964,Czek,114
86588,204265,Gotówka,16
86589,242805,Karta,12
86590,281014,Karta,90
86591,121925,Bon,121
86592,41270,Gotówka,86
86593,176310,Karta,44
86594,88130,Bon,135
86595,287527,Karta,94
86596,120905,Gotówka,131
86597,295153,Gotówka,140
86598,252554,Czek,44
86599,29183,Gotówka,148
86600,199637,Bon,111
86601,190238,Karta,66
86602,53682,Bon,113
86603,96399,Gotówka,131
86604,167353,Gotówka,107
86605,37858,Czek,113
86606,65364,Karta,51
86607,104904,Bon,83
86608,21581,Gotówka,112
86609,114757,Czek,12
86610,168659,Bon,46
86611,295717,Gotówka,35
86612,158464,Czek,74
86613,201011,Karta,28
86614,297979,Karta,74
86615,105260,Bon,55
86616,256323,Czek,148
86617,13512,Czek,150
86618,56476,Gotówka,112
86619,36090,Gotówka,82
86620,235297,Gotówka,92
86621,231811,Karta,50
86622,228514,Bon,7
86623,249414,Gotówka,28
86624,134422,Gotówka,70
86625,219732,Karta,110
86626,109262,Bon,90
86627,131010,Czek,125
86628,299420,Czek,122
86629,144098,Karta,58
86630,233095,Bon,76
86631,267534,Karta,114
86632,118094,Gotówka,64
86633,58827,Bon,130
86634,190087,Gotówka,57
86635,36358,Bon,19
86636,239865,Bon,3
86637,199312,Gotówka,101
86638,282489,Gotówka,82
86639,121911,Gotówka,99
86640,279175,Bon,119
86641,124927,Gotówka,148
86642,120723,Czek,137
86643,112405,Gotówka,109
86644,297988,Karta,123
86645,113961,Gotówka,120
86646,226327,Bon,119
86647,206920,Bon,117
86648,289779,Bon,140
86649,213440,Bon,27
86650,172030,Gotówka,123
86651,161794,Czek,52
86652,14939,Bon,16
86653,222232,Czek,9
86654,5885,Czek,116
86655,163922,Bon,120
86656,260327,Karta,88
86657,196500,Karta,69
86658,30555,Czek,121
86659,215691,Bon,60
86660,167781,Gotówka,116
86661,116838,Gotówka,119
86662,84495,Karta,32
86663,161363,Karta,83
86664,293729,Gotówka,86
86665,172053,Gotówka,32
86666,83464,Bon,30
86667,34416,Karta,28
86668,210039,Czek,102
86669,128963,Bon,54
86670,147077,Karta,87
86671,265878,Bon,71
86672,122941,Bon,108
86673,197295,Karta,134
86674,80784,Karta,58
86675,298301,Gotówka,21
86676,149690,Czek,125
86677,274055,Gotówka,72
86678,20443,Gotówka,74
86679,195619,Gotówka,144
86680,144934,Gotówka,106
86681,150619,Czek,117
86682,257846,Gotówka,117
86683,190627,Karta,121
86684,162974,Karta,102
86685,60933,Czek,84
86686,162855,Gotówka,136
86687,96767,Gotówka,27
86688,119449,Gotówka,68
86689,41250,Czek,47
86690,185514,Czek,101
86691,88939,Karta,63
86692,220154,Bon,97
86693,235386,Karta,18
86694,132774,Bon,35
86695,211451,Czek,64
86696,184212,Gotówka,42
86697,126942,Bon,58
86698,67191,Bon,87
86699,127788,Karta,79
86700,29668,Bon,69
86701,236169,Bon,48
86702,154425,Bon,71
86703,97309,Gotówka,83
86704,118479,Bon,35
86705,38937,Bon,119
86706,47147,Czek,81
86707,199195,Gotówka,12
86708,262640,Karta,130
86709,283694,Karta,150
86710,253846,Gotówka,41
86711,248359,Bon,29
86712,181025,Bon,24
86713,56859,Karta,6
86714,112835,Czek,128
86715,43917,Bon,74
86716,40663,Gotówka,118
86717,281108,Karta,106
86718,247405,Karta,2
86719,13577,Bon,110
86720,119776,Bon,84
86721,47434,Gotówka,38
86722,50858,Czek,63
86723,212095,Bon,85
86724,54558,Karta,147
86725,76162,Czek,117
86726,194516,Czek,14
86727,29513,Gotówka,83
86728,64759,Czek,102
86729,287473,Bon,47
86730,115151,Gotówka,144
86731,176512,Czek,23
86732,299666,Karta,0
86733,132712,Czek,45
86734,119297,Czek,81
86735,162858,Czek,29
86736,8349,Czek,140
86737,32192,Karta,106
86738,181640,Karta,29
86739,25184,Karta,80
86740,35449,Czek,55
86741,105903,Bon,4
86742,159386,Bon,101
86743,170192,Gotówka,131
86744,93597,Gotówka,118
86745,177543,Gotówka,137
86746,43603,Gotówka,67
86747,136121,Karta,56
86748,165198,Bon,43
86749,269962,Bon,24
86750,258668,Czek,1
86751,108397,Karta,36
86752,39030,Karta,117
86753,82450,Czek,77
86754,107956,Czek,98
86755,277454,Gotówka,56
86756,162623,Czek,77
86757,62131,Czek,34
86758,167161,Karta,15
86759,148862,Karta,56
86760,89549,Czek,5
86761,144748,Bon,57
86762,202776,Czek,89
86763,61020,Gotówka,44
86764,260678,Gotówka,61
86765,127026,Bon,50
86766,249931,Gotówka,89
86767,208772,Gotówka,34
86768,85486,Gotówka,13
86769,135156,Bon,4
86770,47669,Gotówka,128
86771,73549,Gotówka,70
86772,276729,Karta,57
86773,102319,Gotówka,106
86774,127393,Karta,150
86775,121691,Czek,148
86776,160289,Bon,110
86777,260865,Karta,40
86778,247709,Karta,85
86779,149408,Czek,121
86780,101331,Karta,66
86781,199447,Bon,1
86782,107764,Gotówka,93
86783,7406,Bon,70
86784,288242,Czek,9
86785,175175,Bon,72
86786,38755,Bon,150
86787,107690,Gotówka,140
86788,56337,Bon,69
86789,162735,Karta,24
86790,245577,Gotówka,53
86791,105208,Czek,139
86792,57384,Karta,144
86793,131049,Bon,112
86794,129582,Karta,125
86795,54584,Gotówka,52
86796,130911,Bon,98
86797,116078,Bon,3
86798,170103,Karta,123
86799,60212,Gotówka,108
86800,238506,Bon,102
86801,18941,Karta,119
86802,262686,Gotówka,86
86803,217313,Bon,62
86804,115110,Gotówka,99
86805,171412,Karta,74
86806,103136,Gotówka,80
86807,105932,Gotówka,59
86808,72905,Czek,123
86809,126816,Czek,64
86810,39061,Czek,25
86811,178035,Czek,123
86812,7066,Gotówka,114
86813,206130,Czek,59
86814,257235,Karta,130
86815,3765,Karta,149
86816,278184,Karta,135
86817,196231,Bon,15
86818,135444,Karta,51
86819,208648,Gotówka,76
86820,240984,Karta,137
86821,100189,Czek,94
86822,100078,Czek,130
86823,45426,Bon,54
86824,120638,Bon,110
86825,188833,Bon,102
86826,109103,Karta,82
86827,147318,Gotówka,16
86828,249993,Bon,87
86829,247866,Gotówka,129
86830,132903,Gotówka,51
86831,236767,Bon,14
86832,41422,Gotówka,131
86833,147858,Gotówka,55
86834,64223,Bon,117
86835,186994,Czek,80
86836,50241,Bon,36
86837,195775,Gotówka,119
86838,164948,Gotówka,55
86839,254096,Gotówka,16
86840,283760,Karta,116
86841,282717,Gotówka,98
86842,80362,Gotówka,19
86843,52101,Karta,83
86844,295761,Karta,141
86845,273819,Czek,44
86846,148763,Karta,72
86847,188818,Bon,50
86848,48114,Czek,60
86849,153640,Bon,50
86850,92028,Czek,24
86851,205232,Czek,98
86852,193330,Czek,101
86853,279902,Bon,1
86854,37498,Czek,77
86855,136931,Gotówka,58
86856,198093,Czek,39
86857,209534,Karta,146
86858,55370,Gotówka,59
86859,202348,Bon,132
86860,267526,Bon,39
86861,17818,Bon,12
86862,69450,Gotówka,90
86863,167458,Bon,102
86864,113356,Karta,108
86865,107892,Czek,92
86866,130620,Gotówka,26
86867,170864,Gotówka,98
86868,78079,Bon,33
86869,237055,Czek,0
86870,279538,Czek,83
86871,156031,Czek,36
86872,131386,Karta,46
86873,154746,Bon,3
86874,59360,Karta,68
86875,287886,Karta,140
86876,37086,Karta,45
86877,2200,Czek,10
86878,237051,Karta,69
86879,163745,Karta,12
86880,7275,Gotówka,76
86881,132583,Czek,112
86882,279918,Karta,93
86883,218133,Bon,13
86884,173842,Bon,119
86885,137602,Gotówka,113
86886,145679,Bon,37
86887,281746,Gotówka,5
86888,220365,Karta,97
86889,92204,Czek,123
86890,100089,Gotówka,90
86891,52201,Bon,19
86892,96037,Karta,75
86893,228160,Gotówka,143
86894,16965,Bon,100
86895,31481,Gotówka,147
86896,1723,Bon,86
86897,161293,Gotówka,22
86898,214637,Gotówka,61
86899,105004,Bon,84
86900,59914,Bon,11
86901,11880,Czek,103
86902,205164,Karta,63
86903,112053,Karta,13
86904,187681,Karta,123
86905,44234,Bon,129
86906,207603,Bon,21
86907,79964,Bon,50
86908,220082,Gotówka,30
86909,49805,Czek,119
86910,262498,Bon,57
86911,193356,Gotówka,123
86912,206222,Bon,59
86913,74453,Karta,73
86914,161563,Gotówka,109
86915,240128,Bon,17
86916,204110,Bon,101
86917,48614,Gotówka,138
86918,189465,Bon,28
86919,52281,Czek,86
86920,151683,Bon,68
86921,39868,Czek,94
86922,263262,Czek,74
86923,14977,Bon,136
86924,60303,Karta,0
86925,268964,Bon,80
86926,44743,Karta,0
86927,79591,Gotówka,30
86928,10956,Gotówka,104
86929,292842,Karta,23
86930,228735,Gotówka,37
86931,39946,Bon,125
86932,266845,Karta,125
86933,111868,Karta,17
86934,42661,Bon,75
86935,282968,Czek,72
86936,206011,Gotówka,30
86937,212803,Gotówka,136
86938,84925,Czek,40
86939,67238,Bon,87
86940,165846,Czek,148
86941,251084,Bon,114
86942,182900,Karta,57
86943,137219,Karta,1
86944,293354,Karta,30
86945,54901,Gotówka,77
86946,133932,Karta,18
86947,237745,Bon,84
86948,80892,Karta,66
86949,203980,Bon,120
86950,22359,Czek,41
86951,59043,Gotówka,98
86952,516,Gotówka,12
86953,268868,Gotówka,53
86954,153707,Bon,33
86955,255862,Bon,81
86956,25670,Karta,98
86957,133109,Bon,124
86958,79893,Karta,52
86959,175059,Czek,51
86960,161136,Bon,101
86961,215891,Czek,95
86962,291662,Czek,76
86963,43003,Karta,81
86964,15609,Czek,110
86965,290585,Czek,3
86966,263742,Czek,95
86967,278554,Gotówka,20
86968,223997,Gotówka,111
86969,103800,Bon,145
86970,153539,Gotówka,57
86971,194531,Karta,5
86972,138070,Gotówka,109
86973,282855,Czek,52
86974,60017,Gotówka,1
86975,229748,Karta,114
86976,29328,Gotówka,40
86977,255828,Karta,100
86978,142197,Gotówka,60
86979,153666,Bon,150
86980,68156,Bon,75
86981,260967,Czek,65
86982,245288,Czek,29
86983,183129,Czek,15
86984,123830,Gotówka,105
86985,245707,Czek,68
86986,282638,Karta,0
86987,60174,Bon,132
86988,258386,Czek,9
86989,82637,Bon,3
86990,204427,Karta,111
86991,156670,Gotówka,64
86992,28720,Karta,85
86993,177196,Czek,136
86994,299035,Bon,116
86995,65585,Gotówka,130
86996,10148,Gotówka,113
86997,75310,Karta,144
86998,54498,Karta,62
86999,280503,Gotówka,49
87000,149150,Gotówka,57
87001,251118,Bon,57
87002,64767,Gotówka,104
87003,74110,Gotówka,45
87004,299309,Gotówka,75
87005,287878,Karta,84
87006,197322,Bon,115
87007,17428,Karta,11
87008,298893,Karta,42
87009,221756,Bon,126
87010,20857,Gotówka,3
87011,198476,Bon,125
87012,120641,Bon,125
87013,49763,Czek,114
87014,26288,Gotówka,148
87015,110420,Czek,137
87016,275237,Karta,20
87017,30910,Karta,76
87018,73399,Karta,44
87019,87062,Czek,148
87020,84103,Czek,47
87021,278808,Czek,25
87022,251504,Czek,26
87023,163313,Bon,42
87024,106846,Gotówka,98
87025,208853,Czek,73
87026,10541,Czek,141
87027,280208,Czek,150
87028,288209,Gotówka,37
87029,66006,Gotówka,99
87030,215259,Bon,1
87031,229731,Bon,73
87032,204663,Czek,60
87033,118732,Karta,114
87034,54937,Gotówka,64
87035,36290,Karta,18
87036,152921,Karta,96
87037,147584,Bon,0
87038,34378,Karta,0
87039,29144,Karta,51
87040,50831,Gotówka,21
87041,236067,Bon,135
87042,218459,Gotówka,22
87043,110613,Bon,47
87044,285570,Gotówka,122
87045,266654,Gotówka,44
87046,94037,Karta,49
87047,103201,Gotówka,129
87048,43102,Bon,145
87049,84389,Czek,21
87050,11007,Bon,37
87051,230941,Karta,90
87052,43341,Gotówka,9
87053,99621,Bon,21
87054,284690,Karta,126
87055,138014,Bon,90
87056,248572,Bon,119
87057,272303,Gotówka,33
87058,9650,Czek,133
87059,49178,Karta,44
87060,148678,Gotówka,94
87061,60687,Bon,61
87062,289357,Karta,144
87063,120388,Gotówka,143
87064,97164,Bon,97
87065,194722,Gotówka,42
87066,80710,Karta,7
87067,143507,Karta,141
87068,37174,Gotówka,111
87069,18758,Bon,106
87070,138067,Czek,98
87071,14213,Gotówka,61
87072,161695,Bon,138
87073,270808,Czek,136
87074,71920,Czek,89
87075,215411,Karta,16
87076,254850,Bon,146
87077,14613,Karta,113
87078,269032,Bon,114
87079,34916,Gotówka,97
87080,146215,Czek,18
87081,174321,Karta,25
87082,180102,Gotówka,60
87083,228434,Czek,148
87084,213460,Czek,65
87085,31305,Karta,137
87086,19755,Czek,16
87087,200061,Czek,89
87088,9485,Czek,93
87089,225622,Czek,51
87090,22456,Czek,62
87091,111128,Karta,57
87092,295199,Gotówka,146
87093,143206,Gotówka,121
87094,70578,Karta,103
87095,4286,Gotówka,52
87096,244454,Bon,135
87097,20457,Bon,5
87098,110269,Czek,13
87099,61138,Karta,39
87100,138136,Gotówka,74
87101,33264,Gotówka,51
87102,43196,Karta,124
87103,193273,Gotówka,7
87104,104488,Bon,85
87105,40024,Gotówka,149
87106,252541,Gotówka,114
87107,229488,Gotówka,25
87108,216111,Bon,37
87109,251671,Gotówka,77
87110,238988,Gotówka,11
87111,129808,Gotówka,146
87112,107528,Gotówka,27
87113,208963,Gotówka,112
87114,39211,Gotówka,18
87115,93719,Gotówka,128
87116,11534,Bon,38
87117,81496,Czek,60
87118,20158,Karta,130
87119,197229,Gotówka,150
87120,216027,Bon,69
87121,288530,Gotówka,76
87122,90963,Bon,134
87123,82742,Karta,9
87124,65930,Bon,60
87125,222177,Bon,87
87126,29825,Czek,139
87127,42296,Karta,117
87128,45251,Czek,19
87129,207257,Bon,93
87130,127201,Karta,78
87131,125797,Gotówka,60
87132,266739,Czek,72
87133,176419,Karta,99
87134,32278,Karta,117
87135,234670,Bon,28
87136,113950,Bon,137
87137,56066,Czek,82
87138,12795,Karta,59
87139,162535,Bon,50
87140,112865,Bon,39
87141,111510,Bon,42
87142,80855,Bon,81
87143,219882,Gotówka,36
87144,291777,Bon,13
87145,54993,Gotówka,91
87146,234962,Bon,14
87147,174839,Gotówka,98
87148,289072,Karta,82
87149,183033,Bon,143
87150,20900,Karta,102
87151,46642,Karta,28
87152,68017,Czek,122
87153,174095,Bon,1
87154,102131,Bon,82
87155,101990,Bon,92
87156,66313,Gotówka,53
87157,207821,Gotówka,129
87158,293914,Bon,47
87159,298880,Karta,107
87160,156439,Karta,21
87161,113519,Bon,18
87162,265209,Gotówka,22
87163,77848,Gotówka,110
87164,94887,Karta,27
87165,143248,Czek,119
87166,251602,Bon,77
87167,13197,Gotówka,89
87168,112004,Gotówka,23
87169,46647,Bon,1
87170,68727,Bon,45
87171,41803,Gotówka,139
87172,258202,Gotówka,81
87173,74594,Gotówka,17
87174,232443,Bon,51
87175,174639,Czek,67
87176,216708,Karta,62
87177,147214,Bon,87
87178,123251,Bon,36
87179,59527,Karta,3
87180,178189,Czek,111
87181,221663,Czek,108
87182,90009,Czek,43
87183,293496,Karta,121
87184,175840,Gotówka,51
87185,94620,Karta,149
87186,282103,Bon,39
87187,69984,Czek,14
87188,173928,Karta,12
87189,84043,Gotówka,53
87190,216049,Karta,100
87191,250982,Gotówka,115
87192,159085,Czek,73
87193,65591,Gotówka,88
87194,145381,Gotówka,41
87195,280803,Gotówka,90
87196,127426,Gotówka,87
87197,213413,Czek,90
87198,4888,Karta,35
87199,21098,Bon,116
87200,31931,Bon,59
87201,184986,Gotówka,20
87202,122723,Gotówka,141
87203,127898,Bon,58
87204,168267,Gotówka,20
87205,235918,Gotówka,54
87206,184369,Gotówka,91
87207,40632,Gotówka,141
87208,282946,Gotówka,98
87209,124005,Bon,101
87210,276417,Karta,19
87211,187308,Czek,74
87212,56260,Karta,129
87213,273661,Bon,131
87214,239455,Bon,122
87215,6796,Karta,140
87216,63547,Gotówka,128
87217,61786,Gotówka,33
87218,154395,Karta,96
87219,52199,Karta,80
87220,179595,Bon,7
87221,229063,Czek,21
87222,283792,Karta,136
87223,135254,Czek,120
