ID,GENDER,TYPE,AGE
83464,M,Zwykły,22
83465,M,Pracownik,42
83466,M,Stały klient,35
83467,K,Pracownik,19
83468,K,Pracownik,27
83469,K,Zwykły,14
83470,K,Zwykły,52
83471,M,Zwykły,17
83472,M,Stały klient,32
83473,K,Zwykły,79
83474,K,Pracownik,61
83475,M,Zwykły,74
83476,K,Zwykły,64
83477,M,Zwykły,8
83478,K,Stały klient,9
83479,M,Pracownik,0
83480,K,Pracownik,34
83481,M,Stały klient,8
83482,K,Pracownik,55
83483,K,Pracownik,47
83484,M,Stały klient,24
83485,K,Pracownik,31
83486,M,Stały klient,55
83487,M,Pracownik,50
83488,K,Zwykły,3
83489,M,Zwykły,18
83490,K,Zwykły,16
83491,M,Pracownik,42
83492,M,Stały klient,63
83493,K,Pracownik,56
83494,M,Stały klient,8
83495,M,Pracownik,34
83496,K,Zwykły,41
83497,K,Stały klient,16
83498,K,Pracownik,72
83499,K,Pracownik,43
83500,M,Zwykły,30
83501,M,Stały klient,8
83502,K,Pracownik,55
83503,K,Pracownik,72
83504,K,Pracownik,5
83505,K,Zwykły,55
83506,M,Stały klient,64
83507,M,Stały klient,8
83508,K,Stały klient,33
83509,M,Pracownik,64
83510,K,Zwykły,62
83511,K,Stały klient,11
83512,K,Pracownik,63
83513,K,Stały klient,75
83514,M,Zwykły,42
83515,M,Zwykły,49
83516,M,Stały klient,18
83517,K,Stały klient,41
83518,K,Pracownik,78
83519,M,Pracownik,52
83520,M,Pracownik,17
83521,M,Stały klient,1
83522,K,Zwykły,44
83523,M,Zwykły,70
83524,M,Pracownik,19
83525,K,Stały klient,2
83526,K,Pracownik,42
83527,M,Pracownik,35
83528,M,Zwykły,62
83529,M,Zwykły,54
83530,M,Stały klient,1
83531,M,Pracownik,25
83532,M,Stały klient,37
83533,K,Zwykły,42
83534,M,Stały klient,26
83535,M,Stały klient,63
83536,K,Stały klient,5
83537,K,Zwykły,37
83538,K,Zwykły,21
83539,K,Zwykły,14
83540,K,Stały klient,62
83541,K,Stały klient,37
83542,M,Zwykły,56
83543,M,Stały klient,75
83544,M,Pracownik,38
83545,M,Pracownik,25
83546,M,Zwykły,71
83547,K,Pracownik,79
83548,K,Pracownik,14
83549,M,Zwykły,59
83550,K,Stały klient,51
83551,K,Zwykły,20
83552,K,Zwykły,24
83553,K,Stały klient,72
83554,K,Pracownik,55
83555,K,Pracownik,59
83556,K,Pracownik,43
83557,K,Zwykły,72
83558,M,Stały klient,50
83559,M,Pracownik,73
83560,M,Zwykły,37
83561,M,Zwykły,4
83562,K,Pracownik,5
83563,K,Zwykły,24
83564,M,Zwykły,50
83565,M,Zwykły,60
83566,M,Zwykły,51
83567,K,Stały klient,43
83568,K,Zwykły,36
83569,K,Pracownik,0
83570,K,Zwykły,51
83571,K,Zwykły,7
83572,M,Stały klient,54
83573,K,Stały klient,30
83574,K,Pracownik,70
83575,M,Stały klient,47
83576,M,Stały klient,29
83577,K,Zwykły,5
83578,M,Zwykły,21
83579,K,Zwykły,28
83580,K,Pracownik,7
83581,M,Stały klient,20
83582,M,Pracownik,77
83583,M,Stały klient,49
83584,K,Pracownik,48
83585,M,Stały klient,59
83586,K,Stały klient,44
83587,M,Zwykły,64
83588,M,Zwykły,52
83589,K,Stały klient,45
83590,M,Pracownik,20
83591,K,Stały klient,55
83592,K,Zwykły,76
83593,M,Stały klient,56
83594,M,Stały klient,55
83595,K,Zwykły,43
83596,M,Stały klient,11
83597,K,Stały klient,12
83598,M,Zwykły,8
83599,K,Zwykły,12
83600,M,Stały klient,43
83601,K,Stały klient,35
83602,M,Stały klient,6
83603,M,Pracownik,18
83604,M,Zwykły,41
83605,K,Stały klient,37
83606,M,Stały klient,9
83607,K,Zwykły,12
83608,K,Pracownik,63
83609,K,Pracownik,31
83610,M,Stały klient,14
83611,K,Zwykły,77
83612,M,Zwykły,57
83613,M,Stały klient,47
83614,M,Stały klient,80
83615,K,Zwykły,52
83616,M,Zwykły,53
83617,K,Pracownik,78
83618,K,Stały klient,20
83619,K,Zwykły,29
83620,K,Stały klient,77
83621,K,Pracownik,12
83622,M,Zwykły,70
83623,M,Stały klient,42
83624,K,Zwykły,36
83625,M,Stały klient,54
83626,K,Stały klient,23
83627,M,Zwykły,26
83628,M,Zwykły,56
83629,M,Pracownik,64
83630,K,Zwykły,55
83631,M,Zwykły,77
83632,M,Pracownik,65
83633,K,Zwykły,78
83634,M,Pracownik,16
83635,M,Pracownik,12
83636,K,Pracownik,62
83637,M,Pracownik,18
83638,M,Stały klient,68
83639,K,Zwykły,20
83640,K,Stały klient,34
83641,K,Pracownik,25
83642,K,Pracownik,28
83643,M,Stały klient,48
83644,M,Zwykły,21
83645,K,Stały klient,31
83646,M,Pracownik,55
83647,M,Zwykły,52
83648,M,Stały klient,53
83649,M,Zwykły,78
83650,M,Zwykły,28
83651,M,Pracownik,79
83652,K,Pracownik,56
83653,M,Stały klient,56
83654,M,Pracownik,75
83655,K,Pracownik,24
83656,K,Stały klient,51
83657,K,Stały klient,56
83658,K,Zwykły,26
83659,K,Stały klient,65
83660,K,Stały klient,6
83661,K,Zwykły,48
83662,K,Stały klient,67
83663,K,Pracownik,11
83664,M,Pracownik,25
83665,K,Zwykły,29
83666,M,Zwykły,22
83667,K,Zwykły,10
83668,K,Stały klient,72
83669,M,Zwykły,45
83670,M,Stały klient,44
83671,K,Zwykły,66
83672,K,Pracownik,67
83673,K,Pracownik,6
83674,M,Stały klient,36
83675,M,Stały klient,26
83676,M,Zwykły,38
83677,K,Zwykły,41
83678,K,Zwykły,46
83679,M,Zwykły,26
83680,K,Zwykły,38
83681,M,Zwykły,15
83682,M,Pracownik,42
83683,K,Stały klient,40
83684,M,Stały klient,45
83685,K,Zwykły,9
83686,M,Zwykły,63
83687,M,Stały klient,5
83688,K,Stały klient,65
83689,K,Pracownik,24
83690,M,Zwykły,40
83691,K,Zwykły,17
83692,K,Stały klient,50
83693,M,Zwykły,78
83694,M,Pracownik,41
83695,M,Pracownik,51
83696,M,Zwykły,21
83697,K,Stały klient,61
83698,K,Stały klient,27
83699,K,Stały klient,59
83700,M,Zwykły,51
83701,K,Zwykły,48
83702,M,Zwykły,41
83703,M,Pracownik,4
83704,K,Stały klient,2
83705,K,Stały klient,70
83706,M,Pracownik,46
83707,M,Zwykły,36
83708,K,Stały klient,13
83709,K,Zwykły,63
83710,M,Stały klient,51
83711,K,Stały klient,18
83712,K,Pracownik,28
83713,K,Stały klient,1
83714,K,Stały klient,33
83715,K,Zwykły,42
83716,K,Pracownik,2
83717,M,Stały klient,72
83718,K,Pracownik,31
83719,M,Stały klient,50
83720,K,Zwykły,15
83721,K,Pracownik,3
83722,M,Pracownik,73
83723,K,Stały klient,13
83724,K,Pracownik,30
83725,M,Zwykły,29
83726,K,Stały klient,43
83727,K,Pracownik,56
83728,M,Stały klient,29
83729,M,Pracownik,20
83730,M,Zwykły,7
83731,M,Zwykły,26
83732,K,Stały klient,76
83733,M,Zwykły,7
83734,K,Stały klient,55
83735,K,Stały klient,69
83736,K,Stały klient,46
83737,K,Pracownik,31
83738,K,Pracownik,78
83739,M,Stały klient,14
83740,M,Pracownik,28
83741,K,Zwykły,42
83742,K,Stały klient,62
83743,M,Stały klient,49
83744,M,Zwykły,21
83745,K,Stały klient,28
83746,K,Zwykły,56
83747,M,Stały klient,62
83748,M,Stały klient,17
83749,M,Pracownik,40
83750,K,Stały klient,39
83751,M,Stały klient,14
83752,M,Zwykły,67
83753,K,Stały klient,31
83754,K,Stały klient,23
83755,K,Zwykły,46
83756,K,Pracownik,71
83757,M,Zwykły,48
83758,M,Zwykły,43
83759,M,Zwykły,6
83760,K,Pracownik,16
83761,K,Pracownik,69
83762,M,Zwykły,12
83763,M,Pracownik,11
83764,K,Zwykły,60
83765,M,Pracownik,7
83766,K,Stały klient,42
83767,K,Stały klient,49
83768,M,Stały klient,31
83769,K,Pracownik,41
83770,K,Pracownik,61
83771,M,Stały klient,8
83772,M,Pracownik,19
83773,K,Zwykły,49
83774,K,Zwykły,7
83775,M,Pracownik,4
83776,M,Pracownik,35
83777,M,Zwykły,35
83778,M,Pracownik,50
83779,M,Stały klient,56
83780,M,Pracownik,21
83781,M,Zwykły,19
83782,M,Stały klient,59
83783,M,Stały klient,55
83784,M,Pracownik,77
83785,K,Zwykły,42
83786,K,Stały klient,7
83787,M,Stały klient,56
83788,M,Zwykły,3
83789,M,Pracownik,55
83790,M,Pracownik,17
83791,K,Zwykły,35
83792,K,Pracownik,80
83793,K,Stały klient,79
83794,K,Zwykły,21
83795,M,Pracownik,12
83796,M,Pracownik,74
83797,M,Pracownik,6
83798,M,Zwykły,35
83799,K,Pracownik,54
83800,M,Pracownik,12
83801,K,Pracownik,56
83802,M,Stały klient,5
83803,M,Zwykły,69
83804,K,Pracownik,18
83805,M,Stały klient,60
83806,M,Pracownik,27
83807,M,Zwykły,6
83808,M,Stały klient,20
83809,K,Zwykły,20
83810,K,Zwykły,7
83811,K,Zwykły,13
83812,K,Stały klient,72
83813,M,Zwykły,1
83814,K,Zwykły,76
83815,M,Stały klient,35
83816,M,Stały klient,48
83817,K,Pracownik,31
83818,M,Stały klient,25
83819,K,Pracownik,62
83820,K,Zwykły,20
83821,M,Zwykły,79
83822,K,Pracownik,60
83823,M,Stały klient,11
83824,K,Zwykły,68
83825,K,Zwykły,22
83826,M,Zwykły,45
83827,M,Pracownik,4
83828,M,Stały klient,25
83829,K,Stały klient,22
83830,M,Stały klient,26
83831,M,Zwykły,63
83832,K,Pracownik,38
83833,K,Zwykły,52
83834,M,Zwykły,24
83835,M,Pracownik,31
83836,K,Zwykły,59
83837,K,Stały klient,40
83838,K,Pracownik,47
83839,M,Pracownik,33
83840,M,Pracownik,52
83841,M,Pracownik,60
83842,K,Zwykły,62
83843,M,Pracownik,27
83844,K,Stały klient,69
83845,M,Zwykły,31
83846,M,Pracownik,24
83847,M,Pracownik,25
83848,K,Zwykły,65
83849,M,Pracownik,28
83850,K,Stały klient,64
83851,K,Stały klient,35
83852,K,Pracownik,65
83853,M,Zwykły,63
83854,M,Stały klient,34
83855,K,Pracownik,4
83856,M,Zwykły,41
83857,K,Zwykły,35
83858,K,Zwykły,41
83859,K,Pracownik,50
83860,M,Stały klient,13
83861,K,Pracownik,74
83862,M,Stały klient,6
83863,K,Zwykły,47
83864,K,Pracownik,52
83865,K,Zwykły,9
83866,K,Pracownik,71
83867,K,Pracownik,5
83868,M,Pracownik,62
83869,M,Stały klient,26
83870,K,Zwykły,39
83871,M,Zwykły,71
83872,K,Stały klient,62
83873,M,Pracownik,80
83874,M,Zwykły,18
83875,K,Stały klient,80
83876,M,Stały klient,34
83877,M,Pracownik,28
83878,K,Stały klient,46
83879,K,Pracownik,61
83880,M,Stały klient,18
83881,K,Stały klient,16
83882,M,Stały klient,58
83883,M,Zwykły,67
83884,K,Pracownik,78
83885,M,Stały klient,55
83886,K,Zwykły,58
83887,K,Zwykły,39
83888,K,Zwykły,72
83889,M,Stały klient,71
83890,M,Zwykły,23
83891,K,Stały klient,43
83892,K,Pracownik,26
83893,K,Pracownik,13
83894,M,Zwykły,55
83895,K,Zwykły,17
83896,M,Zwykły,24
83897,K,Zwykły,72
83898,K,Zwykły,69
83899,M,Stały klient,79
83900,M,Stały klient,58
83901,M,Zwykły,0
83902,M,Zwykły,60
83903,K,Zwykły,20
83904,M,Zwykły,36
83905,K,Zwykły,35
83906,M,Zwykły,79
83907,K,Zwykły,57
83908,K,Pracownik,71
83909,K,Stały klient,72
83910,K,Zwykły,17
83911,K,Pracownik,12
83912,M,Stały klient,70
83913,M,Pracownik,4
83914,M,Zwykły,77
83915,M,Pracownik,80
83916,K,Zwykły,20
83917,M,Pracownik,48
83918,K,Pracownik,17
83919,M,Pracownik,10
83920,K,Pracownik,69
83921,K,Pracownik,57
83922,K,Stały klient,52
83923,M,Stały klient,25
83924,K,Stały klient,66
83925,M,Pracownik,40
83926,M,Zwykły,14
83927,K,Pracownik,71
83928,K,Zwykły,68
83929,M,Zwykły,23
83930,M,Pracownik,49
83931,K,Stały klient,1
83932,K,Zwykły,19
83933,M,Pracownik,18
83934,M,Stały klient,51
83935,M,Pracownik,69
83936,K,Pracownik,8
83937,K,Zwykły,66
83938,K,Zwykły,3
83939,M,Pracownik,50
83940,M,Zwykły,34
83941,K,Pracownik,43
83942,K,Zwykły,73
83943,M,Pracownik,8
83944,K,Zwykły,37
83945,K,Stały klient,62
83946,K,Stały klient,26
83947,M,Stały klient,7
83948,K,Pracownik,48
83949,M,Pracownik,36
83950,M,Stały klient,10
83951,M,Pracownik,75
83952,M,Pracownik,19
83953,K,Pracownik,79
83954,K,Stały klient,0
83955,M,Stały klient,12
83956,M,Pracownik,77
83957,M,Stały klient,79
83958,M,Stały klient,31
83959,M,Zwykły,45
83960,M,Zwykły,60
83961,M,Pracownik,59
83962,K,Pracownik,0
83963,M,Stały klient,25
83964,M,Zwykły,1
83965,K,Pracownik,40
83966,K,Stały klient,3
83967,K,Pracownik,41
83968,M,Zwykły,1
83969,M,Stały klient,77
83970,M,Zwykły,62
83971,M,Pracownik,47
83972,M,Pracownik,17
83973,K,Stały klient,23
83974,M,Pracownik,12
83975,M,Zwykły,57
83976,M,Zwykły,77
83977,K,Zwykły,42
83978,K,Stały klient,65
83979,M,Pracownik,53
83980,K,Stały klient,21
83981,K,Zwykły,16
83982,K,Stały klient,38
83983,M,Pracownik,3
83984,M,Zwykły,71
83985,K,Zwykły,2
83986,M,Zwykły,7
83987,M,Zwykły,50
83988,M,Stały klient,56
83989,M,Stały klient,32
83990,M,Stały klient,63
83991,K,Pracownik,28
83992,M,Stały klient,34
83993,K,Stały klient,48
83994,K,Pracownik,30
83995,K,Stały klient,60
83996,K,Stały klient,23
83997,K,Stały klient,8
83998,K,Zwykły,51
83999,K,Zwykły,45
84000,K,Pracownik,48
84001,K,Zwykły,36
84002,M,Pracownik,37
84003,M,Zwykły,39
84004,M,Zwykły,74
84005,K,Zwykły,17
84006,M,Pracownik,19
84007,M,Stały klient,66
84008,M,Pracownik,63
84009,M,Pracownik,75
84010,M,Pracownik,14
84011,M,Stały klient,12
84012,M,Pracownik,57
84013,M,Stały klient,1
84014,M,Stały klient,58
84015,K,Zwykły,18
84016,K,Pracownik,36
84017,K,Stały klient,21
84018,M,Stały klient,43
84019,K,Zwykły,68
84020,K,Zwykły,37
84021,K,Stały klient,28
84022,K,Stały klient,61
84023,M,Stały klient,54
84024,K,Stały klient,11
84025,M,Zwykły,11
84026,M,Stały klient,68
84027,K,Zwykły,49
84028,K,Stały klient,54
84029,K,Stały klient,65
84030,M,Pracownik,10
84031,K,Pracownik,77
84032,M,Zwykły,51
84033,K,Stały klient,41
84034,M,Stały klient,78
84035,K,Zwykły,37
84036,M,Pracownik,14
84037,K,Stały klient,40
84038,K,Zwykły,72
84039,M,Stały klient,44
84040,K,Stały klient,53
84041,M,Zwykły,37
84042,K,Zwykły,9
84043,K,Zwykły,59
84044,K,Pracownik,8
84045,K,Stały klient,73
84046,K,Stały klient,36
84047,K,Zwykły,5
84048,K,Zwykły,68
84049,K,Zwykły,40
84050,K,Zwykły,57
84051,M,Pracownik,80
84052,K,Stały klient,4
84053,M,Pracownik,59
84054,K,Zwykły,51
84055,M,Stały klient,48
84056,K,Stały klient,72
84057,M,Zwykły,49
84058,K,Pracownik,16
84059,M,Pracownik,62
84060,M,Pracownik,58
84061,K,Stały klient,39
84062,K,Pracownik,35
84063,M,Stały klient,47
84064,K,Pracownik,30
84065,K,Stały klient,61
84066,M,Pracownik,47
84067,M,Zwykły,13
84068,K,Stały klient,43
84069,K,Zwykły,8
84070,M,Zwykły,5
84071,M,Stały klient,66
84072,M,Zwykły,63
84073,K,Zwykły,50
84074,K,Zwykły,24
84075,M,Zwykły,53
84076,M,Pracownik,0
84077,M,Stały klient,68
84078,M,Pracownik,51
84079,M,Pracownik,6
84080,M,Pracownik,23
84081,K,Pracownik,77
84082,M,Stały klient,49
84083,M,Stały klient,56
84084,M,Stały klient,71
84085,K,Zwykły,17
84086,K,Pracownik,29
84087,M,Pracownik,10
84088,K,Pracownik,30
84089,K,Stały klient,49
84090,M,Pracownik,72
84091,M,Pracownik,54
84092,M,Stały klient,4
84093,K,Pracownik,24
84094,M,Zwykły,19
84095,K,Stały klient,75
84096,K,Pracownik,15
84097,M,Zwykły,54
84098,K,Pracownik,11
84099,M,Zwykły,23
84100,K,Pracownik,33
84101,K,Stały klient,8
84102,K,Zwykły,42
84103,M,Zwykły,46
84104,M,Pracownik,58
84105,M,Pracownik,43
84106,K,Pracownik,14
84107,K,Pracownik,54
84108,K,Zwykły,47
84109,M,Stały klient,71
84110,K,Zwykły,56
84111,K,Pracownik,55
84112,K,Stały klient,61
84113,K,Zwykły,3
84114,M,Stały klient,29
84115,K,Zwykły,61
84116,K,Zwykły,59
84117,M,Stały klient,53
84118,M,Pracownik,24
84119,K,Pracownik,69
84120,M,Stały klient,25
84121,K,Stały klient,41
84122,K,Pracownik,8
84123,M,Stały klient,66
84124,M,Pracownik,16
84125,K,Pracownik,2
84126,M,Stały klient,14
84127,M,Zwykły,25
84128,M,Stały klient,8
84129,M,Zwykły,23
84130,K,Stały klient,72
84131,M,Stały klient,24
84132,M,Pracownik,11
84133,M,Stały klient,75
84134,M,Pracownik,63
84135,K,Pracownik,5
84136,M,Zwykły,63
84137,M,Stały klient,34
84138,M,Pracownik,37
84139,K,Stały klient,14
84140,K,Pracownik,37
84141,K,Pracownik,17
84142,M,Zwykły,59
84143,M,Stały klient,17
84144,M,Stały klient,43
84145,M,Zwykły,2
84146,M,Pracownik,14
84147,M,Pracownik,60
84148,K,Zwykły,44
84149,K,Zwykły,24
84150,K,Pracownik,66
84151,K,Stały klient,30
84152,M,Stały klient,14
84153,K,Pracownik,7
84154,K,Stały klient,25
84155,M,Stały klient,29
84156,M,Stały klient,62
84157,M,Pracownik,19
84158,K,Zwykły,63
84159,M,Zwykły,37
84160,K,Zwykły,57
84161,K,Stały klient,4
84162,M,Pracownik,23
84163,K,Stały klient,28
84164,M,Zwykły,41
84165,K,Stały klient,57
84166,K,Stały klient,51
84167,K,Zwykły,49
84168,K,Zwykły,58
84169,K,Pracownik,43
84170,K,Zwykły,66
84171,K,Zwykły,48
84172,K,Zwykły,5
84173,K,Stały klient,25
84174,M,Zwykły,17
84175,M,Zwykły,27
84176,K,Stały klient,40
84177,K,Pracownik,63
84178,K,Stały klient,40
84179,K,Pracownik,14
84180,K,Stały klient,61
84181,K,Zwykły,5
84182,K,Zwykły,42
84183,K,Zwykły,72
84184,K,Stały klient,6
84185,K,Pracownik,43
84186,M,Stały klient,43
84187,K,Pracownik,8
84188,M,Zwykły,33
84189,M,Pracownik,4
84190,K,Stały klient,26
84191,M,Stały klient,49
84192,K,Zwykły,64
84193,K,Pracownik,39
84194,K,Pracownik,57
84195,M,Zwykły,13
84196,M,Stały klient,44
84197,M,Zwykły,2
84198,K,Zwykły,19
84199,K,Stały klient,17
84200,M,Stały klient,24
84201,M,Zwykły,15
84202,M,Pracownik,22
84203,K,Stały klient,56
84204,M,Stały klient,25
84205,M,Pracownik,2
84206,M,Pracownik,29
84207,M,Stały klient,46
84208,K,Stały klient,8
84209,M,Pracownik,6
84210,K,Stały klient,59
84211,K,Zwykły,44
84212,K,Pracownik,25
84213,M,Zwykły,66
84214,M,Stały klient,3
84215,K,Zwykły,18
84216,M,Zwykły,26
84217,K,Zwykły,30
84218,M,Stały klient,77
84219,M,Stały klient,43
84220,K,Stały klient,48
84221,K,Zwykły,77
84222,K,Pracownik,49
84223,K,Stały klient,32
84224,M,Zwykły,15
84225,M,Zwykły,59
84226,K,Pracownik,20
84227,M,Zwykły,0
84228,K,Stały klient,22
84229,M,Pracownik,44
84230,K,Zwykły,68
84231,M,Zwykły,34
84232,M,Stały klient,44
84233,K,Stały klient,76
84234,K,Stały klient,28
84235,M,Zwykły,22
84236,M,Zwykły,34
84237,K,Pracownik,26
84238,K,Zwykły,65
84239,M,Stały klient,38
84240,K,Zwykły,73
84241,K,Pracownik,23
84242,K,Zwykły,69
84243,M,Stały klient,34
84244,M,Zwykły,64
84245,K,Pracownik,1
84246,K,Zwykły,62
84247,M,Pracownik,46
84248,M,Pracownik,63
84249,M,Pracownik,67
84250,K,Zwykły,51
84251,M,Zwykły,66
84252,M,Pracownik,57
84253,M,Zwykły,18
84254,M,Stały klient,48
84255,M,Pracownik,1
84256,M,Pracownik,63
84257,M,Zwykły,13
84258,K,Stały klient,5
84259,M,Zwykły,51
84260,K,Zwykły,12
84261,M,Stały klient,5
84262,M,Stały klient,5
84263,K,Stały klient,79
84264,K,Pracownik,56
84265,M,Zwykły,5
84266,M,Zwykły,58
84267,M,Stały klient,79
84268,K,Pracownik,29
84269,K,Pracownik,67
84270,K,Stały klient,80
84271,M,Zwykły,27
84272,K,Zwykły,76
84273,K,Zwykły,44
84274,M,Stały klient,0
84275,K,Stały klient,1
84276,K,Pracownik,21
84277,K,Pracownik,48
84278,M,Pracownik,58
84279,K,Pracownik,31
84280,M,Pracownik,6
84281,K,Zwykły,59
84282,K,Zwykły,69
84283,K,Pracownik,28
84284,K,Zwykły,68
84285,M,Zwykły,8
84286,K,Zwykły,71
84287,M,Pracownik,74
84288,M,Pracownik,44
84289,K,Stały klient,18
84290,K,Stały klient,16
84291,M,Stały klient,38
84292,K,Stały klient,25
84293,M,Pracownik,39
84294,K,Stały klient,68
84295,M,Stały klient,32
84296,K,Pracownik,21
84297,M,Zwykły,9
84298,M,Pracownik,52
84299,K,Zwykły,71
84300,M,Zwykły,76
84301,K,Zwykły,48
84302,M,Pracownik,30
84303,K,Pracownik,42
84304,M,Zwykły,66
84305,K,Zwykły,54
84306,K,Stały klient,33
84307,M,Stały klient,13
84308,K,Stały klient,49
84309,K,Zwykły,24
84310,M,Stały klient,3
84311,M,Pracownik,3
84312,M,Pracownik,80
84313,K,Stały klient,36
84314,M,Pracownik,47
84315,M,Stały klient,23
84316,K,Zwykły,2
84317,K,Zwykły,71
84318,M,Pracownik,57
84319,M,Stały klient,28
84320,K,Pracownik,70
84321,M,Zwykły,34
84322,K,Zwykły,15
84323,K,Pracownik,45
84324,M,Stały klient,35
84325,K,Zwykły,5
84326,M,Stały klient,14
84327,K,Zwykły,71
84328,M,Stały klient,69
84329,K,Stały klient,32
84330,K,Pracownik,44
84331,K,Pracownik,78
84332,M,Pracownik,76
84333,M,Zwykły,41
84334,K,Zwykły,16
84335,M,Zwykły,47
84336,K,Zwykły,51
84337,M,Stały klient,58
84338,K,Zwykły,3
84339,M,Stały klient,9
84340,M,Zwykły,50
84341,K,Stały klient,35
84342,K,Stały klient,49
84343,K,Pracownik,64
84344,M,Zwykły,68
84345,M,Zwykły,8
84346,K,Pracownik,60
84347,M,Pracownik,6
84348,K,Zwykły,80
84349,M,Pracownik,18
84350,M,Pracownik,18
84351,K,Stały klient,34
84352,K,Stały klient,72
84353,K,Zwykły,43
84354,K,Stały klient,38
84355,M,Zwykły,64
84356,K,Pracownik,77
84357,M,Stały klient,20
84358,K,Pracownik,54
84359,K,Pracownik,44
84360,K,Pracownik,76
84361,M,Stały klient,80
84362,K,Zwykły,48
84363,K,Zwykły,29
84364,K,Zwykły,27
84365,M,Stały klient,6
84366,M,Pracownik,66
84367,M,Pracownik,25
84368,M,Stały klient,24
84369,M,Stały klient,4
84370,M,Zwykły,72
84371,K,Stały klient,16
84372,M,Stały klient,14
84373,K,Zwykły,67
84374,K,Zwykły,42
84375,K,Stały klient,60
84376,M,Stały klient,70
84377,K,Pracownik,44
84378,M,Stały klient,61
84379,M,Pracownik,40
84380,M,Stały klient,27
84381,M,Zwykły,30
84382,K,Zwykły,78
84383,M,Zwykły,66
84384,K,Pracownik,6
84385,K,Stały klient,48
84386,M,Pracownik,9
84387,M,Zwykły,57
84388,M,Stały klient,39
84389,K,Zwykły,0
84390,M,Stały klient,47
84391,K,Stały klient,41
84392,M,Pracownik,16
84393,M,Stały klient,49
84394,K,Stały klient,58
84395,M,Stały klient,76
84396,M,Pracownik,59
84397,K,Stały klient,52
84398,M,Zwykły,37
84399,M,Stały klient,33
84400,M,Pracownik,41
84401,M,Zwykły,75
84402,K,Zwykły,23
84403,M,Stały klient,3
84404,M,Pracownik,74
84405,M,Zwykły,56
84406,M,Zwykły,55
84407,M,Stały klient,56
84408,K,Stały klient,19
84409,M,Pracownik,66
84410,K,Stały klient,62
84411,M,Pracownik,41
84412,K,Zwykły,27
84413,K,Pracownik,12
84414,K,Pracownik,73
84415,K,Zwykły,23
84416,K,Pracownik,60
84417,M,Zwykły,46
84418,M,Zwykły,13
84419,M,Stały klient,50
84420,M,Pracownik,76
84421,K,Zwykły,0
84422,K,Stały klient,13
84423,M,Stały klient,23
84424,M,Stały klient,9
84425,M,Stały klient,40
84426,M,Zwykły,73
84427,M,Pracownik,70
84428,K,Stały klient,44
84429,K,Stały klient,64
84430,K,Zwykły,49
84431,M,Pracownik,1
84432,K,Stały klient,52
84433,M,Zwykły,30
84434,M,Stały klient,52
84435,K,Stały klient,19
84436,K,Pracownik,56
84437,K,Pracownik,22
84438,K,Stały klient,16
84439,K,Stały klient,52
84440,M,Zwykły,27
84441,M,Pracownik,9
84442,K,Zwykły,26
84443,M,Zwykły,22
84444,M,Zwykły,76
84445,K,Pracownik,36
84446,M,Zwykły,38
84447,M,Stały klient,0
84448,K,Pracownik,66
84449,K,Stały klient,59
84450,K,Stały klient,15
84451,M,Zwykły,62
84452,M,Stały klient,50
84453,M,Zwykły,54
84454,K,Stały klient,55
84455,K,Pracownik,37
84456,K,Pracownik,16
84457,M,Zwykły,54
84458,M,Pracownik,26
84459,M,Zwykły,34
84460,M,Stały klient,80
84461,M,Stały klient,51
84462,K,Pracownik,79
84463,K,Zwykły,44
84464,M,Pracownik,8
84465,M,Zwykły,31
84466,K,Zwykły,41
84467,M,Stały klient,8
84468,M,Zwykły,67
84469,M,Pracownik,53
84470,M,Stały klient,38
84471,K,Stały klient,57
84472,M,Stały klient,38
84473,K,Pracownik,25
84474,K,Stały klient,29
84475,K,Zwykły,25
84476,K,Stały klient,0
84477,M,Zwykły,66
84478,K,Stały klient,34
84479,K,Stały klient,19
84480,M,Stały klient,21
84481,K,Stały klient,40
84482,M,Zwykły,19
84483,K,Stały klient,28
84484,K,Stały klient,41
84485,M,Stały klient,29
84486,M,Stały klient,21
84487,M,Zwykły,77
84488,K,Pracownik,80
84489,M,Zwykły,73
84490,M,Stały klient,32
84491,M,Pracownik,9
84492,K,Pracownik,45
84493,K,Zwykły,19
84494,K,Zwykły,72
84495,K,Stały klient,59
84496,M,Pracownik,9
84497,M,Zwykły,80
84498,M,Pracownik,4
84499,K,Pracownik,32
84500,K,Stały klient,42
84501,M,Pracownik,5
84502,M,Pracownik,76
84503,K,Stały klient,43
84504,M,Zwykły,53
84505,K,Pracownik,31
84506,M,Pracownik,6
84507,M,Stały klient,19
84508,M,Pracownik,8
84509,K,Zwykły,1
84510,K,Pracownik,52
84511,M,Pracownik,50
84512,M,Pracownik,58
84513,M,Zwykły,76
84514,K,Zwykły,49
84515,M,Pracownik,60
84516,M,Zwykły,30
84517,K,Stały klient,50
84518,K,Pracownik,15
84519,M,Zwykły,14
84520,M,Pracownik,67
84521,M,Pracownik,34
84522,M,Zwykły,17
84523,M,Zwykły,70
84524,M,Pracownik,23
84525,K,Zwykły,13
84526,M,Zwykły,14
84527,M,Zwykły,9
84528,M,Zwykły,58
84529,K,Zwykły,75
84530,K,Pracownik,36
84531,K,Pracownik,34
84532,M,Zwykły,79
84533,K,Zwykły,10
84534,M,Stały klient,12
84535,M,Zwykły,7
84536,M,Zwykły,8
84537,M,Pracownik,35
84538,K,Pracownik,73
