ID,GENDER,AGE,TYPE
93215,M,46,Pracownik
93216,M,65,Stały klient
93217,K,45,Zwykły
93218,M,7,Pracownik
93219,M,77,Zwykły
93220,M,28,Stały klient
93221,K,54,Stały klient
93222,K,64,Stały klient
93223,M,8,Stały klient
93224,K,79,Zwykły
93225,K,76,Zwykły
93226,M,56,Zwykły
93227,K,70,Stały klient
93228,K,40,Stały klient
93229,K,23,Zwykły
93230,M,80,Stały klient
93231,K,71,Zwykły
93232,M,66,Zwykły
93233,K,49,Zwykły
93234,K,59,Zwykły
93235,K,34,Zwykły
93236,K,7,Stały klient
93237,M,5,Stały klient
93238,M,67,Pracownik
93239,M,7,Stały klient
93240,K,33,Pracownik
93241,M,52,Pracownik
93242,K,37,Pracownik
93243,M,12,Pracownik
93244,K,16,Pracownik
93245,M,21,Stały klient
93246,K,64,Stały klient
93247,M,50,Stały klient
93248,K,56,Zwykły
93249,M,34,Stały klient
93250,K,0,Stały klient
93251,M,14,Pracownik
93252,K,34,Stały klient
93253,K,36,Pracownik
93254,M,11,Zwykły
93255,K,61,Pracownik
93256,M,36,Stały klient
93257,K,47,Stały klient
93258,M,22,Zwykły
93259,M,44,Stały klient
93260,M,24,Pracownik
93261,M,28,Pracownik
93262,M,51,Stały klient
93263,M,57,Zwykły
93264,M,69,Pracownik
93265,M,35,Pracownik
93266,M,43,Stały klient
93267,K,75,Stały klient
93268,M,58,Zwykły
93269,M,12,Zwykły
93270,K,55,Pracownik
93271,M,23,Zwykły
93272,M,0,Pracownik
93273,K,72,Pracownik
93274,M,23,Zwykły
93275,M,16,Zwykły
93276,M,64,Zwykły
93277,K,4,Stały klient
93278,M,65,Stały klient
93279,M,8,Zwykły
93280,K,28,Zwykły
93281,M,63,Pracownik
93282,M,13,Zwykły
93283,M,16,Stały klient
93284,M,41,Stały klient
93285,M,71,Pracownik
93286,M,75,Pracownik
93287,K,22,Pracownik
93288,K,47,Zwykły
93289,M,68,Pracownik
93290,K,72,Stały klient
93291,K,46,Pracownik
93292,M,60,Pracownik
93293,K,77,Pracownik
93294,K,31,Pracownik
93295,K,4,Stały klient
93296,K,76,Pracownik
93297,K,67,Stały klient
93298,M,22,Pracownik
93299,M,31,Pracownik
93300,M,0,Zwykły
93301,K,1,Stały klient
93302,K,23,Pracownik
93303,K,20,Stały klient
93304,K,63,Zwykły
93305,M,40,Pracownik
93306,K,21,Zwykły
93307,M,61,Zwykły
93308,K,35,Stały klient
93309,M,21,Zwykły
93310,M,69,Zwykły
93311,K,27,Stały klient
93312,M,38,Pracownik
93313,M,55,Stały klient
93314,M,61,Pracownik
93315,K,69,Pracownik
93316,M,78,Pracownik
93317,M,37,Zwykły
93318,M,75,Zwykły
93319,M,40,Stały klient
93320,M,34,Zwykły
93321,K,17,Zwykły
93322,M,55,Zwykły
93323,K,59,Zwykły
93324,M,14,Zwykły
93325,M,74,Stały klient
93326,M,56,Stały klient
93327,M,79,Zwykły
93328,M,44,Pracownik
93329,K,19,Stały klient
93330,K,42,Pracownik
93331,K,60,Stały klient
93332,M,37,Zwykły
93333,M,34,Pracownik
93334,K,25,Zwykły
93335,M,7,Stały klient
93336,K,63,Stały klient
93337,M,51,Stały klient
93338,K,56,Stały klient
93339,K,78,Stały klient
93340,M,7,Zwykły
93341,K,30,Stały klient
93342,K,30,Pracownik
93343,K,28,Pracownik
93344,M,25,Stały klient
93345,K,22,Stały klient
93346,K,69,Stały klient
93347,M,16,Zwykły
93348,K,69,Stały klient
93349,M,58,Stały klient
93350,K,43,Stały klient
93351,M,45,Pracownik
93352,K,8,Stały klient
93353,K,9,Pracownik
93354,K,33,Zwykły
93355,M,71,Stały klient
93356,K,42,Zwykły
93357,M,68,Zwykły
93358,M,48,Pracownik
93359,K,69,Pracownik
93360,K,51,Zwykły
93361,M,22,Pracownik
93362,M,74,Stały klient
93363,M,12,Zwykły
93364,M,59,Zwykły
93365,M,44,Zwykły
93366,M,28,Pracownik
93367,M,20,Pracownik
93368,M,48,Stały klient
93369,M,68,Stały klient
93370,M,0,Zwykły
93371,K,73,Pracownik
93372,M,4,Pracownik
93373,M,55,Zwykły
93374,M,31,Zwykły
93375,K,56,Stały klient
93376,M,45,Pracownik
93377,M,76,Stały klient
93378,M,36,Zwykły
93379,K,74,Zwykły
93380,K,23,Stały klient
93381,K,1,Pracownik
93382,M,52,Stały klient
93383,M,60,Stały klient
93384,M,7,Stały klient
93385,K,60,Zwykły
93386,K,74,Pracownik
93387,K,72,Pracownik
93388,K,51,Stały klient
93389,M,47,Stały klient
93390,M,69,Zwykły
93391,M,15,Zwykły
93392,K,41,Pracownik
93393,M,39,Zwykły
93394,K,73,Zwykły
93395,M,51,Pracownik
93396,M,77,Stały klient
93397,M,18,Zwykły
93398,K,4,Stały klient
93399,M,26,Zwykły
93400,K,55,Stały klient
93401,M,59,Zwykły
93402,M,16,Pracownik
93403,M,36,Stały klient
93404,K,27,Zwykły
93405,M,79,Zwykły
93406,M,35,Stały klient
93407,M,42,Stały klient
93408,K,64,Pracownik
93409,K,39,Zwykły
93410,M,68,Zwykły
93411,K,10,Pracownik
93412,M,6,Pracownik
93413,K,47,Stały klient
93414,M,46,Pracownik
93415,K,9,Zwykły
93416,M,77,Pracownik
93417,M,63,Pracownik
93418,M,73,Pracownik
93419,K,58,Zwykły
93420,M,26,Stały klient
93421,K,36,Zwykły
93422,M,33,Zwykły
93423,K,30,Pracownik
93424,K,36,Zwykły
93425,K,5,Stały klient
93426,K,19,Zwykły
93427,K,69,Stały klient
93428,M,57,Pracownik
93429,K,70,Zwykły
93430,K,50,Zwykły
93431,K,43,Zwykły
93432,M,44,Stały klient
93433,M,31,Stały klient
93434,M,75,Stały klient
93435,K,2,Zwykły
93436,K,43,Zwykły
93437,K,42,Zwykły
93438,K,30,Pracownik
93439,M,74,Stały klient
93440,M,67,Stały klient
93441,K,13,Stały klient
93442,K,63,Stały klient
93443,K,22,Pracownik
93444,M,57,Pracownik
93445,M,22,Pracownik
93446,K,33,Pracownik
93447,M,12,Zwykły
93448,M,15,Zwykły
93449,M,31,Stały klient
93450,M,29,Pracownik
93451,K,27,Stały klient
93452,M,75,Stały klient
93453,M,42,Zwykły
93454,M,69,Pracownik
93455,M,59,Stały klient
93456,M,62,Stały klient
93457,K,14,Zwykły
93458,K,59,Zwykły
93459,K,59,Stały klient
93460,M,27,Stały klient
93461,M,71,Stały klient
93462,K,3,Pracownik
93463,K,33,Pracownik
93464,K,53,Pracownik
93465,M,41,Zwykły
93466,K,19,Zwykły
93467,M,16,Pracownik
93468,K,71,Stały klient
93469,K,73,Pracownik
93470,K,6,Stały klient
93471,K,49,Zwykły
93472,M,30,Zwykły
93473,K,45,Stały klient
93474,K,64,Stały klient
93475,M,80,Zwykły
93476,M,8,Pracownik
93477,K,64,Zwykły
93478,M,46,Pracownik
93479,K,68,Pracownik
93480,K,8,Zwykły
93481,M,79,Stały klient
93482,K,48,Zwykły
93483,M,55,Zwykły
93484,K,26,Pracownik
93485,M,52,Zwykły
93486,M,54,Pracownik
93487,K,4,Stały klient
93488,M,0,Zwykły
93489,K,23,Zwykły
93490,K,44,Zwykły
93491,K,74,Zwykły
93492,M,61,Stały klient
93493,K,78,Stały klient
93494,K,26,Pracownik
93495,K,67,Pracownik
93496,K,48,Pracownik
93497,M,75,Pracownik
93498,M,15,Pracownik
93499,M,54,Pracownik
93500,M,27,Zwykły
93501,K,67,Zwykły
93502,K,55,Zwykły
93503,K,35,Zwykły
93504,K,56,Stały klient
93505,K,76,Pracownik
93506,K,53,Zwykły
93507,K,23,Pracownik
93508,M,74,Zwykły
93509,K,73,Pracownik
93510,M,7,Stały klient
93511,K,78,Zwykły
93512,M,56,Pracownik
93513,M,50,Pracownik
93514,K,72,Pracownik
93515,M,20,Pracownik
93516,K,24,Zwykły
93517,K,55,Stały klient
93518,K,11,Zwykły
93519,M,77,Stały klient
93520,K,47,Pracownik
93521,K,25,Pracownik
93522,K,8,Stały klient
93523,K,64,Stały klient
93524,M,67,Zwykły
93525,M,11,Stały klient
93526,M,75,Zwykły
93527,K,28,Stały klient
93528,M,50,Pracownik
93529,M,27,Pracownik
93530,M,37,Pracownik
93531,M,29,Zwykły
93532,M,48,Pracownik
93533,K,68,Zwykły
93534,K,39,Stały klient
93535,K,72,Pracownik
93536,M,37,Stały klient
93537,K,18,Zwykły
93538,M,35,Zwykły
93539,M,40,Zwykły
93540,M,51,Zwykły
93541,K,78,Stały klient
93542,M,35,Stały klient
93543,M,77,Stały klient
93544,K,63,Pracownik
93545,M,47,Pracownik
93546,M,6,Pracownik
93547,M,24,Zwykły
93548,K,30,Stały klient
93549,K,22,Pracownik
93550,M,10,Zwykły
93551,M,7,Pracownik
93552,M,56,Zwykły
93553,M,53,Pracownik
93554,K,10,Zwykły
93555,M,46,Pracownik
93556,K,65,Stały klient
93557,K,52,Stały klient
93558,K,7,Stały klient
93559,K,58,Pracownik
93560,M,34,Zwykły
93561,M,40,Pracownik
93562,K,55,Zwykły
93563,K,6,Pracownik
93564,K,18,Pracownik
93565,K,4,Stały klient
93566,M,79,Pracownik
93567,K,43,Stały klient
93568,K,66,Zwykły
93569,K,51,Stały klient
93570,M,54,Pracownik
93571,K,74,Pracownik
93572,M,25,Pracownik
93573,K,40,Stały klient
93574,M,44,Stały klient
93575,K,24,Zwykły
93576,K,34,Stały klient
93577,K,14,Pracownik
93578,M,53,Zwykły
93579,K,32,Zwykły
93580,K,30,Zwykły
93581,K,1,Pracownik
93582,K,41,Zwykły
93583,K,57,Pracownik
93584,M,5,Pracownik
93585,K,44,Pracownik
93586,K,16,Zwykły
93587,M,12,Stały klient
93588,K,62,Zwykły
93589,K,42,Pracownik
93590,M,38,Zwykły
93591,K,60,Zwykły
93592,M,69,Zwykły
93593,K,15,Zwykły
93594,M,54,Stały klient
93595,M,43,Stały klient
93596,K,2,Zwykły
93597,K,66,Stały klient
93598,K,17,Zwykły
93599,M,13,Pracownik
93600,K,28,Stały klient
93601,K,2,Pracownik
93602,M,80,Stały klient
93603,K,52,Pracownik
93604,M,62,Pracownik
93605,M,67,Pracownik
93606,M,49,Pracownik
93607,K,45,Stały klient
93608,K,66,Pracownik
93609,M,29,Stały klient
93610,M,55,Zwykły
93611,K,53,Zwykły
93612,M,66,Stały klient
93613,M,41,Pracownik
93614,M,59,Stały klient
93615,M,80,Pracownik
93616,K,27,Stały klient
93617,K,63,Zwykły
93618,M,64,Stały klient
93619,M,67,Stały klient
93620,K,49,Pracownik
93621,K,12,Pracownik
93622,M,49,Zwykły
93623,M,32,Zwykły
93624,K,33,Stały klient
93625,K,8,Zwykły
93626,M,44,Pracownik
93627,K,9,Stały klient
93628,K,34,Zwykły
93629,K,56,Zwykły
93630,M,53,Stały klient
93631,M,29,Stały klient
93632,M,38,Stały klient
93633,M,10,Pracownik
93634,K,38,Stały klient
93635,K,60,Stały klient
93636,K,37,Zwykły
93637,K,28,Stały klient
93638,K,49,Stały klient
93639,K,70,Zwykły
93640,M,36,Stały klient
93641,K,68,Stały klient
93642,M,3,Stały klient
93643,M,62,Pracownik
93644,M,29,Zwykły
93645,M,15,Stały klient
93646,M,59,Zwykły
93647,M,57,Pracownik
93648,K,9,Stały klient
93649,K,17,Pracownik
93650,K,69,Zwykły
93651,M,37,Stały klient
93652,K,45,Zwykły
93653,K,72,Zwykły
93654,K,61,Stały klient
93655,K,65,Zwykły
93656,K,2,Zwykły
93657,M,43,Stały klient
93658,M,74,Pracownik
93659,M,36,Stały klient
93660,K,60,Zwykły
93661,K,74,Pracownik
93662,K,22,Pracownik
93663,K,11,Stały klient
93664,K,17,Zwykły
93665,M,15,Zwykły
93666,K,46,Stały klient
93667,K,32,Stały klient
93668,K,58,Zwykły
93669,K,52,Pracownik
93670,M,21,Stały klient
93671,M,42,Pracownik
93672,K,18,Pracownik
93673,M,74,Zwykły
93674,K,10,Stały klient
93675,K,42,Zwykły
93676,M,69,Zwykły
93677,K,22,Zwykły
93678,K,21,Zwykły
93679,K,17,Zwykły
93680,K,67,Stały klient
93681,M,50,Pracownik
93682,M,54,Stały klient
93683,M,68,Zwykły
93684,M,31,Pracownik
93685,M,13,Zwykły
93686,K,17,Stały klient
93687,M,44,Zwykły
93688,K,32,Pracownik
93689,K,30,Pracownik
93690,K,15,Pracownik
93691,M,35,Zwykły
93692,K,20,Zwykły
93693,K,73,Pracownik
93694,K,67,Zwykły
93695,M,63,Pracownik
93696,K,24,Stały klient
93697,K,59,Pracownik
93698,M,31,Zwykły
93699,K,51,Zwykły
93700,K,79,Stały klient
93701,M,60,Zwykły
93702,M,28,Pracownik
93703,M,47,Zwykły
93704,K,32,Stały klient
93705,K,30,Zwykły
93706,M,15,Zwykły
93707,K,37,Pracownik
93708,K,38,Stały klient
93709,M,21,Zwykły
93710,M,20,Stały klient
93711,M,48,Zwykły
93712,K,26,Stały klient
93713,M,48,Stały klient
93714,M,15,Pracownik
93715,M,53,Zwykły
93716,M,66,Pracownik
93717,M,66,Pracownik
93718,M,80,Stały klient
93719,M,65,Pracownik
93720,K,46,Zwykły
93721,M,53,Pracownik
93722,K,29,Zwykły
93723,K,57,Zwykły
93724,K,56,Stały klient
93725,K,64,Zwykły
93726,M,71,Zwykły
93727,K,61,Pracownik
93728,K,37,Zwykły
93729,M,33,Pracownik
93730,M,66,Zwykły
93731,K,73,Zwykły
93732,K,32,Zwykły
93733,M,29,Stały klient
93734,M,3,Zwykły
93735,K,27,Zwykły
93736,M,22,Zwykły
93737,M,34,Stały klient
93738,M,14,Zwykły
93739,K,50,Stały klient
93740,K,64,Zwykły
93741,K,43,Zwykły
93742,M,42,Stały klient
93743,M,42,Zwykły
93744,M,65,Stały klient
93745,M,26,Zwykły
93746,K,72,Stały klient
93747,M,70,Pracownik
93748,K,8,Stały klient
93749,K,45,Pracownik
93750,M,71,Pracownik
93751,K,6,Zwykły
93752,K,62,Stały klient
93753,M,16,Stały klient
93754,K,43,Stały klient
93755,M,73,Zwykły
93756,K,49,Pracownik
93757,K,42,Zwykły
93758,K,18,Zwykły
93759,K,32,Pracownik
93760,M,74,Pracownik
93761,K,51,Zwykły
93762,M,72,Pracownik
93763,M,42,Zwykły
93764,M,4,Pracownik
93765,M,12,Stały klient
93766,M,63,Pracownik
93767,K,54,Pracownik
93768,K,56,Pracownik
93769,M,46,Stały klient
93770,M,37,Zwykły
93771,K,17,Pracownik
93772,M,45,Pracownik
93773,M,24,Stały klient
93774,K,52,Stały klient
93775,M,13,Zwykły
93776,M,7,Zwykły
93777,K,49,Zwykły
93778,M,49,Pracownik
93779,K,48,Stały klient
93780,K,41,Pracownik
93781,K,15,Stały klient
93782,K,27,Zwykły
93783,M,21,Pracownik
93784,M,60,Pracownik
93785,K,25,Pracownik
93786,M,0,Zwykły
93787,K,74,Stały klient
93788,K,77,Stały klient
93789,K,2,Zwykły
93790,K,43,Pracownik
93791,K,52,Zwykły
93792,K,67,Stały klient
93793,M,57,Stały klient
93794,M,39,Pracownik
93795,K,37,Stały klient
93796,M,36,Pracownik
93797,M,25,Pracownik
93798,M,64,Stały klient
93799,K,75,Zwykły
93800,K,64,Stały klient
93801,M,67,Stały klient
93802,M,47,Zwykły
93803,K,56,Stały klient
93804,M,33,Stały klient
93805,M,22,Pracownik
93806,M,79,Pracownik
93807,K,42,Pracownik
93808,M,47,Zwykły
93809,K,8,Pracownik
93810,K,65,Stały klient
93811,M,29,Pracownik
93812,K,23,Stały klient
93813,M,30,Pracownik
93814,M,18,Stały klient
93815,K,24,Zwykły
93816,M,47,Zwykły
93817,K,30,Zwykły
93818,M,29,Pracownik
93819,M,63,Zwykły
93820,K,31,Zwykły
93821,K,70,Zwykły
93822,M,16,Zwykły
93823,K,42,Zwykły
93824,K,3,Stały klient
93825,K,42,Zwykły
93826,M,38,Pracownik
93827,K,43,Zwykły
93828,K,55,Zwykły
93829,M,45,Zwykły
93830,M,37,Pracownik
93831,K,0,Stały klient
93832,M,63,Stały klient
93833,K,44,Stały klient
93834,M,61,Pracownik
93835,M,28,Pracownik
93836,K,57,Zwykły
93837,K,61,Zwykły
93838,K,7,Pracownik
93839,M,76,Zwykły
93840,K,0,Pracownik
93841,M,41,Zwykły
93842,M,68,Stały klient
93843,K,30,Pracownik
93844,K,0,Stały klient
93845,K,45,Pracownik
93846,K,34,Pracownik
93847,K,26,Stały klient
93848,M,37,Zwykły
93849,K,74,Zwykły
93850,K,68,Pracownik
93851,M,25,Pracownik
93852,K,7,Stały klient
93853,K,34,Stały klient
93854,K,31,Zwykły
93855,M,47,Stały klient
93856,M,33,Zwykły
93857,M,68,Pracownik
93858,M,52,Pracownik
93859,M,33,Stały klient
93860,K,59,Zwykły
93861,M,40,Pracownik
93862,M,17,Zwykły
93863,K,25,Pracownik
93864,K,68,Zwykły
93865,M,0,Pracownik
93866,K,25,Pracownik
93867,K,57,Zwykły
93868,K,73,Zwykły
93869,M,79,Zwykły
93870,K,73,Zwykły
93871,K,10,Pracownik
93872,M,8,Pracownik
93873,K,4,Stały klient
93874,K,57,Zwykły
93875,M,63,Zwykły
93876,M,67,Zwykły
93877,K,48,Pracownik
93878,M,26,Stały klient
93879,M,44,Zwykły
93880,K,26,Zwykły
93881,K,74,Zwykły
93882,K,49,Zwykły
93883,M,21,Pracownik
93884,K,18,Pracownik
93885,M,8,Stały klient
93886,K,68,Stały klient
93887,K,40,Zwykły
93888,M,73,Zwykły
93889,M,15,Stały klient
93890,M,42,Stały klient
93891,K,68,Pracownik
93892,K,26,Zwykły
93893,M,74,Zwykły
93894,M,19,Zwykły
93895,K,67,Zwykły
93896,M,46,Stały klient
93897,K,33,Stały klient
93898,K,70,Stały klient
93899,K,53,Zwykły
93900,K,73,Stały klient
93901,K,64,Zwykły
93902,M,69,Stały klient
93903,M,35,Zwykły
93904,M,27,Stały klient
93905,M,48,Zwykły
93906,K,56,Zwykły
93907,K,45,Stały klient
93908,M,50,Stały klient
93909,M,46,Zwykły
93910,M,29,Stały klient
93911,K,69,Pracownik
93912,M,47,Zwykły
93913,K,57,Pracownik
93914,M,48,Pracownik
93915,M,26,Stały klient
93916,M,80,Zwykły
93917,K,17,Zwykły
93918,M,65,Stały klient
93919,K,14,Zwykły
93920,K,74,Zwykły
93921,M,44,Zwykły
93922,K,17,Pracownik
93923,M,62,Zwykły
93924,K,7,Stały klient
93925,K,30,Stały klient
93926,K,50,Zwykły
93927,M,62,Zwykły
93928,M,43,Stały klient
93929,K,79,Stały klient
93930,M,8,Stały klient
93931,K,70,Pracownik
93932,M,10,Pracownik
93933,M,0,Zwykły
93934,M,75,Pracownik
93935,M,49,Pracownik
93936,K,37,Pracownik
93937,K,8,Zwykły
93938,M,30,Stały klient
93939,K,57,Stały klient
93940,K,74,Stały klient
93941,M,66,Pracownik
93942,M,69,Zwykły
93943,M,5,Pracownik
93944,M,4,Pracownik
93945,M,31,Stały klient
93946,K,51,Zwykły
93947,K,16,Stały klient
93948,M,21,Zwykły
93949,K,65,Pracownik
93950,K,2,Stały klient
93951,M,35,Zwykły
93952,K,14,Stały klient
93953,M,52,Stały klient
93954,M,30,Pracownik
93955,M,61,Stały klient
93956,K,15,Zwykły
93957,K,77,Zwykły
93958,M,50,Stały klient
93959,M,0,Zwykły
93960,K,48,Zwykły
93961,M,34,Stały klient
93962,K,67,Stały klient
93963,M,41,Zwykły
93964,K,28,Stały klient
93965,K,77,Zwykły
93966,K,76,Pracownik
93967,K,22,Stały klient
93968,M,64,Pracownik
93969,M,9,Zwykły
93970,K,74,Zwykły
93971,K,78,Stały klient
93972,K,25,Zwykły
93973,M,27,Pracownik
93974,K,77,Stały klient
93975,M,39,Pracownik
93976,K,79,Stały klient
93977,M,56,Stały klient
93978,M,52,Stały klient
93979,K,64,Zwykły
93980,K,55,Pracownik
93981,M,26,Zwykły
93982,K,35,Zwykły
93983,K,41,Zwykły
93984,M,40,Pracownik
93985,K,38,Stały klient
93986,M,55,Zwykły
93987,M,59,Zwykły
93988,M,25,Stały klient
93989,K,37,Stały klient
93990,M,24,Zwykły
93991,M,3,Stały klient
93992,K,39,Stały klient
93993,M,39,Zwykły
93994,K,65,Zwykły
93995,K,43,Zwykły
93996,K,77,Pracownik
93997,K,33,Pracownik
93998,K,36,Stały klient
93999,K,74,Pracownik
94000,K,38,Pracownik
94001,K,48,Zwykły
94002,M,50,Pracownik
94003,M,76,Stały klient
94004,M,51,Zwykły
94005,K,30,Stały klient
94006,M,27,Zwykły
94007,M,35,Stały klient
94008,M,64,Stały klient
94009,K,57,Zwykły
94010,K,76,Zwykły
94011,K,37,Zwykły
94012,K,8,Stały klient
94013,M,29,Pracownik
94014,M,80,Zwykły
94015,M,24,Pracownik
94016,K,35,Zwykły
94017,M,71,Stały klient
94018,K,40,Zwykły
94019,K,68,Pracownik
94020,K,13,Stały klient
94021,K,46,Pracownik
94022,K,31,Stały klient
94023,M,54,Stały klient
94024,K,11,Stały klient
94025,K,10,Stały klient
94026,M,11,Stały klient
94027,M,58,Pracownik
94028,M,76,Zwykły
94029,M,78,Zwykły
94030,K,26,Zwykły
94031,K,60,Zwykły
94032,K,50,Zwykły
94033,K,78,Pracownik
94034,M,13,Zwykły
94035,M,67,Pracownik
94036,K,11,Stały klient
94037,M,78,Stały klient
94038,M,77,Stały klient
94039,M,44,Stały klient
94040,M,74,Stały klient
94041,K,19,Stały klient
94042,K,18,Pracownik
94043,M,59,Stały klient
94044,K,17,Stały klient
94045,K,12,Zwykły
94046,K,7,Pracownik
94047,K,67,Zwykły
94048,K,58,Stały klient
94049,M,73,Zwykły
94050,K,44,Pracownik
94051,M,43,Pracownik
94052,M,29,Pracownik
94053,M,77,Zwykły
94054,M,0,Stały klient
94055,K,42,Pracownik
94056,K,78,Zwykły
94057,M,46,Stały klient
94058,K,41,Zwykły
94059,M,33,Zwykły
94060,K,38,Zwykły
94061,M,39,Zwykły
94062,K,16,Pracownik
94063,M,6,Zwykły
94064,K,35,Zwykły
94065,K,29,Stały klient
94066,K,57,Pracownik
94067,M,12,Zwykły
94068,M,18,Stały klient
94069,K,12,Stały klient
94070,K,49,Pracownik
94071,M,51,Stały klient
94072,M,21,Zwykły
94073,M,1,Stały klient
94074,M,33,Stały klient
94075,M,70,Zwykły
94076,K,38,Zwykły
94077,K,36,Stały klient
94078,M,44,Stały klient
94079,K,20,Pracownik
94080,M,9,Zwykły
94081,M,62,Zwykły
94082,K,1,Stały klient
94083,M,43,Stały klient
94084,K,19,Zwykły
94085,M,30,Stały klient
94086,M,71,Stały klient
94087,K,70,Pracownik
94088,M,43,Zwykły
94089,K,17,Stały klient
94090,M,25,Zwykły
94091,K,71,Zwykły
94092,M,35,Pracownik
94093,M,43,Stały klient
94094,M,7,Pracownik
94095,K,0,Pracownik
94096,M,78,Pracownik
94097,M,72,Stały klient
94098,M,36,Zwykły
94099,K,48,Zwykły
94100,M,22,Zwykły
94101,M,68,Pracownik
94102,K,66,Pracownik
94103,M,70,Zwykły
94104,M,2,Pracownik
94105,K,8,Pracownik
94106,M,23,Pracownik
94107,M,59,Pracownik
94108,K,77,Zwykły
94109,M,11,Pracownik
94110,K,50,Pracownik
94111,M,77,Zwykły
94112,K,24,Stały klient
94113,M,13,Pracownik
94114,M,25,Stały klient
94115,K,0,Stały klient
94116,K,22,Zwykły
94117,M,69,Stały klient
94118,M,33,Zwykły
94119,M,25,Zwykły
94120,K,11,Stały klient
94121,K,17,Stały klient
94122,K,74,Stały klient
94123,M,56,Zwykły
94124,M,5,Stały klient
94125,K,70,Pracownik
94126,K,51,Stały klient
94127,K,24,Stały klient
94128,K,50,Zwykły
94129,K,25,Zwykły
94130,K,53,Pracownik
94131,K,59,Stały klient
94132,M,5,Pracownik
94133,K,75,Pracownik
94134,K,54,Pracownik
94135,M,27,Stały klient
94136,M,45,Stały klient
94137,K,1,Zwykły
94138,K,51,Pracownik
94139,M,55,Stały klient
94140,M,21,Pracownik
94141,M,55,Pracownik
94142,M,38,Zwykły
94143,K,75,Pracownik
94144,M,39,Stały klient
94145,K,67,Zwykły
94146,K,29,Pracownik
94147,M,63,Pracownik
94148,M,78,Stały klient
94149,K,64,Pracownik
94150,M,45,Zwykły
94151,M,18,Stały klient
94152,M,66,Pracownik
94153,K,66,Pracownik
94154,K,13,Zwykły
94155,M,40,Zwykły
94156,K,46,Zwykły
94157,K,27,Pracownik
94158,K,4,Zwykły
94159,K,43,Stały klient
94160,M,67,Stały klient
94161,K,41,Zwykły
94162,K,32,Stały klient
94163,M,51,Zwykły
94164,M,78,Zwykły
94165,M,53,Zwykły
94166,K,42,Pracownik
94167,M,4,Zwykły
94168,K,32,Zwykły
94169,K,2,Zwykły
94170,K,80,Zwykły
94171,K,23,Stały klient
94172,M,64,Stały klient
94173,M,37,Stały klient
94174,K,79,Pracownik
94175,K,16,Pracownik
94176,M,16,Pracownik
94177,M,54,Stały klient
94178,M,34,Stały klient
94179,K,14,Stały klient
94180,K,6,Stały klient
94181,K,57,Zwykły
94182,M,10,Pracownik
94183,K,41,Stały klient
94184,K,38,Zwykły
94185,K,26,Zwykły
94186,K,2,Pracownik
94187,K,63,Pracownik
94188,M,40,Pracownik
94189,K,75,Pracownik
94190,K,29,Pracownik
94191,M,62,Stały klient
94192,M,75,Zwykły
94193,M,71,Pracownik
94194,M,63,Stały klient
94195,K,18,Pracownik
94196,K,50,Stały klient
94197,K,28,Pracownik
94198,K,33,Zwykły
94199,M,16,Stały klient
94200,K,32,Pracownik
94201,K,14,Zwykły
94202,M,25,Pracownik
94203,K,59,Pracownik
94204,K,80,Stały klient
94205,M,46,Pracownik
94206,M,71,Zwykły
94207,K,58,Pracownik
94208,K,30,Stały klient
94209,M,80,Pracownik
94210,K,24,Pracownik
94211,K,39,Zwykły
94212,M,63,Zwykły
94213,M,36,Stały klient
94214,M,56,Zwykły
94215,M,73,Pracownik
94216,M,19,Zwykły
94217,K,14,Zwykły
94218,K,78,Pracownik
94219,K,73,Zwykły
94220,M,63,Zwykły
94221,K,50,Zwykły
94222,K,0,Zwykły
94223,M,22,Pracownik
94224,K,70,Stały klient
94225,M,25,Stały klient
94226,M,45,Stały klient
94227,K,9,Zwykły
94228,K,15,Pracownik
94229,M,75,Zwykły
94230,M,23,Stały klient
94231,K,16,Pracownik
94232,K,7,Stały klient
94233,M,43,Stały klient
94234,M,34,Stały klient
94235,K,11,Zwykły
94236,K,73,Zwykły
94237,K,49,Zwykły
94238,K,21,Zwykły
94239,M,6,Stały klient
94240,K,75,Pracownik
94241,K,35,Stały klient
94242,K,38,Stały klient
94243,M,34,Pracownik
94244,K,58,Zwykły
94245,K,4,Stały klient
94246,K,2,Zwykły
94247,M,53,Pracownik
94248,K,17,Zwykły
94249,M,61,Stały klient
94250,K,48,Zwykły
94251,K,54,Stały klient
94252,K,0,Stały klient
94253,K,8,Stały klient
94254,M,60,Zwykły
94255,M,20,Zwykły
94256,K,41,Zwykły
94257,K,78,Zwykły
94258,K,71,Stały klient
94259,M,70,Zwykły
94260,M,66,Zwykły
94261,M,68,Pracownik
94262,K,72,Pracownik
94263,M,5,Pracownik
94264,M,16,Stały klient
94265,K,30,Pracownik
94266,K,40,Stały klient
94267,M,71,Zwykły
94268,K,18,Stały klient
94269,M,16,Stały klient
94270,M,5,Pracownik
94271,M,35,Pracownik
94272,M,62,Zwykły
94273,M,10,Zwykły
94274,K,3,Zwykły
94275,K,62,Pracownik
94276,K,30,Pracownik
94277,K,6,Zwykły
94278,K,10,Pracownik
94279,M,56,Pracownik
94280,M,34,Zwykły
94281,K,74,Zwykły
94282,M,20,Stały klient
94283,M,3,Stały klient
94284,M,16,Zwykły
94285,K,8,Stały klient
94286,M,41,Pracownik
94287,M,46,Zwykły
94288,M,48,Stały klient
94289,K,51,Zwykły
